raw_frame_id,raw_filename,frame_number,timestamp,extraction_rate,brightness,contrast,blur_edge_score,perceptual_hash,duplicate_distance,duplicate_of,script_suggestion,script_reason,final_decision,final_reason,final_curated_image_id,final_curated_filename,reviewer,comment
nosferatu_raw_000327,raw_frames/nosferatu_raw_000327.jpg,327,00:54:20,1 frame / 10 sec,21.475,21.148,4.908,1f1f021a1e3e1a10,11,,review,usable_candidate,kept,,nosferatu_000327,nosferatu_000327.jpg,,
nosferatu_raw_000328,raw_frames/nosferatu_raw_000328.jpg,328,00:54:30,1 frame / 10 sec,20.555,26.144,3.741,040e1e1e1e3e1e00,12,,remove,blurred,kept,,nosferatu_000328,nosferatu_000328.jpg,,
nosferatu_raw_000329,raw_frames/nosferatu_raw_000329.jpg,329,00:54:40,1 frame / 10 sec,10.852,10.704,1.895,0018301c3c303838,20,,remove,black_frame,kept,,nosferatu_000329,nosferatu_000329.jpg,,
nosferatu_raw_000331,raw_frames/nosferatu_raw_000331.jpg,331,00:55:00,1 frame / 10 sec,13.911,17.414,3.54,00021e1e1f3f1800,20,,remove,black_frame,kept,,nosferatu_000331,nosferatu_000331.jpg,,
nosferatu_raw_000332,raw_frames/nosferatu_raw_000332.jpg,332,00:55:10,1 frame / 10 sec,22.588,26.294,4.224,000008185c0f3f7f,22,,review,usable_candidate,kept,,nosferatu_000332,nosferatu_000332.jpg,,
nosferatu_raw_000333,raw_frames/nosferatu_raw_000333.jpg,333,00:55:20,1 frame / 10 sec,14.312,21.653,3.965,00101c7e7a303000,27,,remove,black_frame,kept,,nosferatu_000333,nosferatu_000333.jpg,,
nosferatu_raw_000334,raw_frames/nosferatu_raw_000334.jpg,334,00:55:30,1 frame / 10 sec,12.363,16.339,2.856,0020f8f8f0787000,15,,remove,black_frame,kept,,nosferatu_000334,nosferatu_000334.jpg,,
nosferatu_raw_000337,raw_frames/nosferatu_raw_000337.jpg,337,00:56:00,1 frame / 10 sec,35.404,35.302,7.264,0000103838ffff00,23,,review,usable_candidate,kept,,nosferatu_000337,nosferatu_000337.jpg,,
nosferatu_raw_000338,raw_frames/nosferatu_raw_000338.jpg,338,00:56:10,1 frame / 10 sec,30.031,30.595,2.949,00083e3e7e1f0b00,18,,remove,blurred,kept,,nosferatu_000338,nosferatu_000338.jpg,,
nosferatu_raw_000340,raw_frames/nosferatu_raw_000340.jpg,340,00:56:30,1 frame / 10 sec,18.463,24.525,6.057,00006978b8f0c000,6,,review,usable_candidate,kept,,nosferatu_000340,nosferatu_000340.jpg,,
nosferatu_raw_000344,raw_frames/nosferatu_raw_000344.jpg,344,00:57:10,1 frame / 10 sec,20.44,23.285,4.462,0080c8cbc3c3c1c1,19,,review,usable_candidate,kept,,nosferatu_000344,nosferatu_000344.jpg,,
nosferatu_raw_000345,raw_frames/nosferatu_raw_000345.jpg,345,00:57:20,1 frame / 10 sec,16.751,20.679,2.963,0038383c38381800,37,,remove,black_frame,kept,,nosferatu_000345,nosferatu_000345.jpg,,
nosferatu_raw_000349,raw_frames/nosferatu_raw_000349.jpg,349,00:58:00,1 frame / 10 sec,14.504,10.6,3.867,20646e6e6e784030,15,,remove,black_frame,kept,,nosferatu_000349,nosferatu_000349.jpg,,
nosferatu_raw_000352,raw_frames/nosferatu_raw_000352.jpg,352,00:58:30,1 frame / 10 sec,18.545,21.005,3.0,0038383838381800,25,,remove,blurred,kept,,nosferatu_000352,nosferatu_000352.jpg,,
nosferatu_raw_000356,raw_frames/nosferatu_raw_000356.jpg,356,00:59:10,1 frame / 10 sec,29.425,17.944,5.22,003e7f7e267e7818,10,,review,usable_candidate,kept,,nosferatu_000356,nosferatu_000356.jpg,,
nosferatu_raw_000357,raw_frames/nosferatu_raw_000357.jpg,357,00:59:20,1 frame / 10 sec,40.112,36.722,4.97,003c3e7e7e7e0000,12,,review,usable_candidate,kept,,nosferatu_000357,nosferatu_000357.jpg,,
nosferatu_raw_000358,raw_frames/nosferatu_raw_000358.jpg,358,00:59:30,1 frame / 10 sec,38.448,34.486,7.803,000eefc7cf7e3800,19,,review,usable_candidate,kept,,nosferatu_000358,nosferatu_000358.jpg,,
nosferatu_raw_000359,raw_frames/nosferatu_raw_000359.jpg,359,00:59:40,1 frame / 10 sec,31.615,20.056,5.186,000e7f7e7e7e3818,13,,review,usable_candidate,kept,,nosferatu_000359,nosferatu_000359.jpg,,
nosferatu_raw_000362,raw_frames/nosferatu_raw_000362.jpg,362,01:00:10,1 frame / 10 sec,39.095,31.035,6.814,000eeeefef7e1800,13,,review,usable_candidate,kept,,nosferatu_000362,nosferatu_000362.jpg,,
nosferatu_raw_000364,raw_frames/nosferatu_raw_000364.jpg,364,01:00:30,1 frame / 10 sec,35.716,25.283,6.141,001efe3e06067800,5,nosferatu_raw_000363,remove,near_duplicate,kept,,nosferatu_000364,nosferatu_000364.jpg,,
nosferatu_raw_000365,raw_frames/nosferatu_raw_000365.jpg,365,01:00:40,1 frame / 10 sec,36.037,30.76,6.681,000aeeefef7e1800,18,,review,usable_candidate,kept,,nosferatu_000365,nosferatu_000365.jpg,,
nosferatu_raw_000367,raw_frames/nosferatu_raw_000367.jpg,367,01:01:00,1 frame / 10 sec,14.95,17.775,5.634,2c7e7e6c28280000,20,,remove,black_frame,kept,,nosferatu_000367,nosferatu_000367.jpg,,
nosferatu_raw_000368,raw_frames/nosferatu_raw_000368.jpg,368,01:01:10,1 frame / 10 sec,30.775,30.507,4.853,00081c3c3c1c1e2e,26,,review,usable_candidate,kept,,nosferatu_000368,nosferatu_000368.jpg,,
nosferatu_raw_000370,raw_frames/nosferatu_raw_000370.jpg,370,01:01:30,1 frame / 10 sec,39.759,40.976,9.669,4048dcdcdcec7c00,23,,review,usable_candidate,kept,,nosferatu_000370,nosferatu_000370.jpg,,
nosferatu_raw_000371,raw_frames/nosferatu_raw_000371.jpg,371,01:01:40,1 frame / 10 sec,40.828,31.362,7.533,003cfdfed6c64000,18,,review,usable_candidate,kept,,nosferatu_000371,nosferatu_000371.jpg,,
nosferatu_raw_000372,raw_frames/nosferatu_raw_000372.jpg,372,01:01:50,1 frame / 10 sec,47.716,34.793,8.065,002c3d3c3c3e3404,21,,review,usable_candidate,kept,,nosferatu_000372,nosferatu_000372.jpg,,
nosferatu_raw_000375,raw_frames/nosferatu_raw_000375.jpg,375,01:02:20,1 frame / 10 sec,44.423,33.488,6.189,084c7c3e3e3e1e10,3,nosferatu_raw_000374,remove,near_duplicate,kept,,nosferatu_000375,nosferatu_000375.jpg,,
nosferatu_raw_000376,raw_frames/nosferatu_raw_000376.jpg,376,01:02:30,1 frame / 10 sec,36.507,30.3,5.358,004c6c7c7c7c1818,11,,review,usable_candidate,kept,,nosferatu_000376,nosferatu_000376.jpg,,
nosferatu_raw_000381,raw_frames/nosferatu_raw_000381.jpg,381,01:03:20,1 frame / 10 sec,35.881,33.585,4.59,003030783c3c1e1a,20,,review,usable_candidate,kept,,nosferatu_000381,nosferatu_000381.jpg,,
nosferatu_raw_000384,raw_frames/nosferatu_raw_000384.jpg,384,01:03:50,1 frame / 10 sec,49.951,40.707,3.867,00070f1f3f1f1e0a,23,,remove,blurred,kept,,nosferatu_000384,nosferatu_000384.jpg,,
nosferatu_raw_000387,raw_frames/nosferatu_raw_000387.jpg,387,01:04:20,1 frame / 10 sec,57.269,37.751,5.565,00107676fefe2600,12,,review,usable_candidate,kept,,nosferatu_000387,nosferatu_000387.jpg,,
nosferatu_raw_000391,raw_frames/nosferatu_raw_000391.jpg,391,01:05:00,1 frame / 10 sec,49.95,43.219,4.767,004070f8787c7c08,15,,review,usable_candidate,kept,,nosferatu_000391,nosferatu_000391.jpg,,
nosferatu_raw_000394,raw_frames/nosferatu_raw_000394.jpg,394,01:05:30,1 frame / 10 sec,50.306,39.918,6.353,00006b7f7f6f4000,14,,review,usable_candidate,kept,,nosferatu_000394,nosferatu_000394.jpg,,
nosferatu_raw_000397,raw_frames/nosferatu_raw_000397.jpg,397,01:06:00,1 frame / 10 sec,33.893,34.031,7.21,00007c7c7c7c7c18,3,nosferatu_raw_000396,remove,near_duplicate,kept,,nosferatu_000397,nosferatu_000397.jpg,,
nosferatu_raw_000399,raw_frames/nosferatu_raw_000399.jpg,399,01:06:20,1 frame / 10 sec,66.818,37.163,13.904,f7f42e0603131b03,33,,review,usable_candidate,kept,,nosferatu_000399,nosferatu_000399.jpg,,
nosferatu_raw_000401,raw_frames/nosferatu_raw_000401.jpg,401,01:06:40,1 frame / 10 sec,30.567,21.844,6.096,00404cfff75f5e00,38,,review,usable_candidate,kept,,nosferatu_000401,nosferatu_000401.jpg,,
nosferatu_raw_000403,raw_frames/nosferatu_raw_000403.jpg,403,01:07:00,1 frame / 10 sec,18.499,24.162,2.747,0030381838181818,15,,remove,blurred,kept,,nosferatu_000403,nosferatu_000403.jpg,,
nosferatu_raw_000406,raw_frames/nosferatu_raw_000406.jpg,406,01:07:30,1 frame / 10 sec,30.684,37.741,6.203,0119391818181810,20,,review,usable_candidate,kept,,nosferatu_000406,nosferatu_000406.jpg,,
nosferatu_raw_000408,raw_frames/nosferatu_raw_000408.jpg,408,01:07:50,1 frame / 10 sec,23.882,28.679,3.89,041c066606063606,3,nosferatu_raw_000407,remove,blurred,kept,,nosferatu_000408,nosferatu_000408.jpg,,
nosferatu_raw_000409,raw_frames/nosferatu_raw_000409.jpg,409,01:08:00,1 frame / 10 sec,29.008,30.799,5.753,00383c3434747060,24,,review,usable_candidate,kept,,nosferatu_000409,nosferatu_000409.jpg,,
nosferatu_raw_000410,raw_frames/nosferatu_raw_000410.jpg,410,01:08:10,1 frame / 10 sec,31.965,36.015,6.294,00383c3c3c343030,6,,review,usable_candidate,kept,,nosferatu_000410,nosferatu_000410.jpg,,
nosferatu_raw_000411,raw_frames/nosferatu_raw_000411.jpg,411,01:08:20,1 frame / 10 sec,31.04,31.923,4.603,007c7e3e1c301810,10,,review,usable_candidate,kept,,nosferatu_000411,nosferatu_000411.jpg,,
nosferatu_raw_000412,raw_frames/nosferatu_raw_000412.jpg,412,01:08:30,1 frame / 10 sec,70.294,36.296,10.396,efe748485e1e1e11,30,,review,usable_candidate,kept,,nosferatu_000412,nosferatu_000412.jpg,,
nosferatu_raw_000414,raw_frames/nosferatu_raw_000414.jpg,414,01:08:50,1 frame / 10 sec,21.735,19.288,3.2,007878780e436000,21,,remove,blurred,kept,,nosferatu_000414,nosferatu_000414.jpg,,
nosferatu_raw_000415,raw_frames/nosferatu_raw_000415.jpg,415,01:09:00,1 frame / 10 sec,19.269,19.206,3.701,00f8f8d818181e02,19,,remove,blurred,kept,,nosferatu_000415,nosferatu_000415.jpg,,
nosferatu_raw_000416,raw_frames/nosferatu_raw_000416.jpg,416,01:09:10,1 frame / 10 sec,23.729,25.286,5.034,000e3e763e20240c,28,,review,usable_candidate,kept,,nosferatu_000416,nosferatu_000416.jpg,,
nosferatu_raw_000418,raw_frames/nosferatu_raw_000418.jpg,418,01:09:30,1 frame / 10 sec,32.437,30.961,6.724,00006e666660646c,14,,review,usable_candidate,kept,,nosferatu_000418,nosferatu_000418.jpg,,
nosferatu_raw_000430,raw_frames/nosferatu_raw_000430.jpg,430,01:11:30,1 frame / 10 sec,27.281,34.678,5.956,0307cf4f0c0c0000,2,nosferatu_raw_000429,remove,near_duplicate,kept,,nosferatu_000430,nosferatu_000430.jpg,,
nosferatu_raw_000431,raw_frames/nosferatu_raw_000431.jpg,431,01:11:40,1 frame / 10 sec,30.011,35.655,5.354,031b1f0f06060600,13,,review,usable_candidate,kept,,nosferatu_000431,nosferatu_000431.jpg,,
nosferatu_raw_000432,raw_frames/nosferatu_raw_000432.jpg,432,01:11:50,1 frame / 10 sec,33.166,36.845,3.232,081c1c1c1e1f0e00,17,,remove,blurred,kept,,nosferatu_000432,nosferatu_000432.jpg,,
nosferatu_raw_000435,raw_frames/nosferatu_raw_000435.jpg,435,01:12:20,1 frame / 10 sec,19.111,20.69,3.805,0032782c3c3c1c10,19,,remove,blurred,kept,,nosferatu_000435,nosferatu_000435.jpg,,
nosferatu_raw_000438,raw_frames/nosferatu_raw_000438.jpg,438,01:12:50,1 frame / 10 sec,26.966,25.575,3.998,000c0f071f1e1800,20,,remove,blurred,kept,,nosferatu_000438,nosferatu_000438.jpg,,
nosferatu_raw_000439,raw_frames/nosferatu_raw_000439.jpg,439,01:13:00,1 frame / 10 sec,21.28,19.163,3.869,0002363e33323032,22,,remove,blurred,kept,,nosferatu_000439,nosferatu_000439.jpg,,
nosferatu_raw_000440,raw_frames/nosferatu_raw_000440.jpg,440,01:13:10,1 frame / 10 sec,26.597,29.945,4.555,000c1e1e1e1c1c08,21,,review,usable_candidate,kept,,nosferatu_000440,nosferatu_000440.jpg,,
nosferatu_raw_000446,raw_frames/nosferatu_raw_000446.jpg,446,01:14:10,1 frame / 10 sec,27.189,31.114,4.772,02032f3f1f0e0c0c,6,,review,usable_candidate,kept,,nosferatu_000446,nosferatu_000446.jpg,,
nosferatu_raw_000453,raw_frames/nosferatu_raw_000453.jpg,453,01:15:20,1 frame / 10 sec,77.266,46.447,11.943,bfbb808885070707,44,,review,usable_candidate,kept,,nosferatu_000453,nosferatu_000453.jpg,,
nosferatu_raw_000457,raw_frames/nosferatu_raw_000457.jpg,457,01:16:00,1 frame / 10 sec,13.782,14.341,3.735,3c7c6c6c2c081c00,23,,remove,black_frame,kept,,nosferatu_000457,nosferatu_000457.jpg,,
nosferatu_raw_000458,raw_frames/nosferatu_raw_000458.jpg,458,01:16:10,1 frame / 10 sec,12.53,11.799,3.124,3e7e6e4604003400,11,,remove,black_frame,kept,,nosferatu_000458,nosferatu_000458.jpg,,
nosferatu_raw_000463,raw_frames/nosferatu_raw_000463.jpg,463,01:17:00,1 frame / 10 sec,18.291,16.988,3.258,0e5edecec2c20200,23,,remove,blurred,kept,,nosferatu_000463,nosferatu_000463.jpg,,
nosferatu_raw_000464,raw_frames/nosferatu_raw_000464.jpg,464,01:17:10,1 frame / 10 sec,19.819,18.318,3.432,0e4ed6d4d4cc000c,14,,remove,blurred,kept,,nosferatu_000464,nosferatu_000464.jpg,,
nosferatu_raw_000465,raw_frames/nosferatu_raw_000465.jpg,465,01:17:20,1 frame / 10 sec,20.233,24.383,3.252,002078787c0c0c08,25,,remove,blurred,kept,,nosferatu_000465,nosferatu_000465.jpg,,
nosferatu_raw_000466,raw_frames/nosferatu_raw_000466.jpg,466,01:17:30,1 frame / 10 sec,17.762,17.639,3.531,044ef2dec4d80018,24,,remove,black_frame,kept,,nosferatu_000466,nosferatu_000466.jpg,,
nosferatu_raw_000469,raw_frames/nosferatu_raw_000469.jpg,469,01:18:00,1 frame / 10 sec,27.445,21.735,7.676,3e3e3f1f13070c00,25,,review,usable_candidate,kept,,nosferatu_000469,nosferatu_000469.jpg,,
nosferatu_raw_000470,raw_frames/nosferatu_raw_000470.jpg,470,01:18:10,1 frame / 10 sec,25.093,17.842,2.634,003c3e7e7e7e3c00,22,,remove,blurred,kept,,nosferatu_000470,nosferatu_000470.jpg,,
nosferatu_raw_000472,raw_frames/nosferatu_raw_000472.jpg,472,01:18:30,1 frame / 10 sec,22.347,25.578,3.513,08181c1c3c3c1c00,17,,remove,blurred,kept,,nosferatu_000472,nosferatu_000472.jpg,,
nosferatu_raw_000473,raw_frames/nosferatu_raw_000473.jpg,473,01:18:40,1 frame / 10 sec,32.678,31.142,5.285,00047e7c5c0c1c18,15,,review,usable_candidate,kept,,nosferatu_000473,nosferatu_000473.jpg,,
nosferatu_raw_000474,raw_frames/nosferatu_raw_000474.jpg,474,01:18:50,1 frame / 10 sec,30.003,36.793,4.919,081c1c1c1c1c0c1c,12,,review,usable_candidate,kept,,nosferatu_000474,nosferatu_000474.jpg,,
nosferatu_raw_000475,raw_frames/nosferatu_raw_000475.jpg,475,01:19:00,1 frame / 10 sec,42.146,48.404,5.624,00101010f33f3f3e,23,,review,usable_candidate,kept,,nosferatu_000475,nosferatu_000475.jpg,,
nosferatu_raw_000476,raw_frames/nosferatu_raw_000476.jpg,476,01:19:10,1 frame / 10 sec,35.092,43.712,2.945,000000193f7f161e,13,,remove,blurred,kept,,nosferatu_000476,nosferatu_000476.jpg,,
nosferatu_raw_000479,raw_frames/nosferatu_raw_000479.jpg,479,01:19:40,1 frame / 10 sec,35.563,32.778,3.371,00183e7e7c3e1c04,17,,remove,blurred,kept,,nosferatu_000479,nosferatu_000479.jpg,,
nosferatu_raw_000487,raw_frames/nosferatu_raw_000487.jpg,487,01:21:00,1 frame / 10 sec,31.062,29.704,4.058,003c3e7333333600,29,,review,usable_candidate,kept,,nosferatu_000487,nosferatu_000487.jpg,,
nosferatu_raw_000491,raw_frames/nosferatu_raw_000491.jpg,491,01:21:40,1 frame / 10 sec,28.703,38.623,2.971,001818383c3c3810,14,,remove,blurred,kept,,nosferatu_000491,nosferatu_000491.jpg,,
nosferatu_raw_000493,raw_frames/nosferatu_raw_000493.jpg,493,01:22:00,1 frame / 10 sec,19.733,19.819,5.246,3c382c6e26360c00,21,,review,usable_candidate,kept,,nosferatu_000493,nosferatu_000493.jpg,,
nosferatu_raw_000494,raw_frames/nosferatu_raw_000494.jpg,494,01:22:10,1 frame / 10 sec,31.681,38.278,2.818,0018383838383030,24,,remove,blurred,kept,,nosferatu_000494,nosferatu_000494.jpg,,
nosferatu_raw_000496,raw_frames/nosferatu_raw_000496.jpg,496,01:22:30,1 frame / 10 sec,17.555,25.074,4.115,307c7c7010100000,25,,remove,black_frame,kept,,nosferatu_000496,nosferatu_000496.jpg,,
nosferatu_raw_000498,raw_frames/nosferatu_raw_000498.jpg,498,01:22:50,1 frame / 10 sec,15.236,16.645,4.594,081c7e7e7c380000,24,,remove,black_frame,kept,,nosferatu_000498,nosferatu_000498.jpg,,
nosferatu_raw_000499,raw_frames/nosferatu_raw_000499.jpg,499,01:23:00,1 frame / 10 sec,33.95,40.779,2.465,0000264a4e3e3c18,21,,remove,blurred,kept,,nosferatu_000499,nosferatu_000499.jpg,,
nosferatu_raw_000500,raw_frames/nosferatu_raw_000500.jpg,500,01:23:10,1 frame / 10 sec,33.994,40.136,2.838,0010181e1c3c3c00,15,,remove,blurred,kept,,nosferatu_000500,nosferatu_000500.jpg,,
nosferatu_raw_000501,raw_frames/nosferatu_raw_000501.jpg,501,01:23:20,1 frame / 10 sec,19.398,25.332,3.055,000636362e0c0000,18,,remove,blurred,kept,,nosferatu_000501,nosferatu_000501.jpg,,
nosferatu_raw_000504,raw_frames/nosferatu_raw_000504.jpg,504,01:23:50,1 frame / 10 sec,17.334,17.593,2.874,0020626e2e0e0000,15,,remove,black_frame,kept,,nosferatu_000504,nosferatu_000504.jpg,,
nosferatu_raw_000505,raw_frames/nosferatu_raw_000505.jpg,505,01:24:00,1 frame / 10 sec,24.01,31.475,3.819,004e4e5e5c400000,18,,remove,blurred,kept,,nosferatu_000505,nosferatu_000505.jpg,,
nosferatu_raw_000506,raw_frames/nosferatu_raw_000506.jpg,506,01:24:10,1 frame / 10 sec,42.214,33.301,10.449,2c2c2c6c043e7e38,30,,review,usable_candidate,kept,,nosferatu_000506,nosferatu_000506.jpg,,
nosferatu_raw_000507,raw_frames/nosferatu_raw_000507.jpg,507,01:24:20,1 frame / 10 sec,45.089,44.736,3.137,000018183c3c3c18,20,,remove,blurred,kept,,nosferatu_000507,nosferatu_000507.jpg,,
nosferatu_raw_000508,raw_frames/nosferatu_raw_000508.jpg,508,01:24:30,1 frame / 10 sec,35.023,32.617,9.128,7c5c5a5ccc4a0020,29,,review,usable_candidate,kept,,nosferatu_000508,nosferatu_000508.jpg,,
nosferatu_raw_000510,raw_frames/nosferatu_raw_000510.jpg,510,01:24:50,1 frame / 10 sec,22.928,26.266,3.743,00b6fee2e0800000,25,,remove,blurred,kept,,nosferatu_000510,nosferatu_000510.jpg,,
nosferatu_raw_000511,raw_frames/nosferatu_raw_000511.jpg,511,01:25:00,1 frame / 10 sec,44.264,40.876,10.059,0030301002fefc78,33,,review,usable_candidate,kept,,nosferatu_000511,nosferatu_000511.jpg,,
nosferatu_raw_000514,raw_frames/nosferatu_raw_000514.jpg,514,01:25:30,1 frame / 10 sec,30.793,32.384,8.131,1858fcfcccc40000,24,,review,usable_candidate,kept,,nosferatu_000514,nosferatu_000514.jpg,,
nosferatu_raw_000515,raw_frames/nosferatu_raw_000515.jpg,515,01:25:40,1 frame / 10 sec,32.535,29.869,7.037,183c3e3c040e2f06,22,,review,usable_candidate,kept,,nosferatu_000515,nosferatu_000515.jpg,,
nosferatu_raw_000516,raw_frames/nosferatu_raw_000516.jpg,516,01:25:50,1 frame / 10 sec,50.029,51.344,3.189,00081c187c7e3e18,22,,remove,blurred,kept,,nosferatu_000516,nosferatu_000516.jpg,,
nosferatu_raw_000517,raw_frames/nosferatu_raw_000517.jpg,517,01:26:00,1 frame / 10 sec,43.868,33.845,10.127,30303000003e7c38,19,,review,usable_candidate,kept,,nosferatu_000517,nosferatu_000517.jpg,,
nosferatu_raw_000518,raw_frames/nosferatu_raw_000518.jpg,518,01:26:10,1 frame / 10 sec,44.871,34.491,10.15,30f0beb8007e7830,13,,review,usable_candidate,kept,,nosferatu_000518,nosferatu_000518.jpg,,
nosferatu_raw_000519,raw_frames/nosferatu_raw_000519.jpg,519,01:26:20,1 frame / 10 sec,18.559,21.691,2.701,1c7e3e3636000000,28,,remove,blurred,kept,,nosferatu_000519,nosferatu_000519.jpg,,
nosferatu_raw_000520,raw_frames/nosferatu_raw_000520.jpg,520,01:26:30,1 frame / 10 sec,40.344,32.469,8.835,34fffe9a02007878,21,,review,usable_candidate,kept,,nosferatu_000520,nosferatu_000520.jpg,,
nosferatu_raw_000521,raw_frames/nosferatu_raw_000521.jpg,521,01:26:40,1 frame / 10 sec,40.762,35.336,7.082,747e7e1e1e1e1810,18,,review,usable_candidate,kept,,nosferatu_000521,nosferatu_000521.jpg,,
nosferatu_raw_000523,raw_frames/nosferatu_raw_000523.jpg,523,01:27:00,1 frame / 10 sec,22.6,24.177,6.882,0242e666261e1e18,19,,review,usable_candidate,kept,,nosferatu_000523,nosferatu_000523.jpg,,
nosferatu_raw_000525,raw_frames/nosferatu_raw_000525.jpg,525,01:27:20,1 frame / 10 sec,26.967,30.222,6.665,040e0e0e0edc5860,24,,review,usable_candidate,kept,,nosferatu_000525,nosferatu_000525.jpg,,
nosferatu_raw_000526,raw_frames/nosferatu_raw_000526.jpg,526,01:27:30,1 frame / 10 sec,21.258,22.512,6.616,0246e676360e0c48,24,,review,usable_candidate,kept,,nosferatu_000526,nosferatu_000526.jpg,,
nosferatu_raw_000527,raw_frames/nosferatu_raw_000527.jpg,527,01:27:40,1 frame / 10 sec,27.3,31.715,6.752,000c3e3f68707840,27,,review,usable_candidate,kept,,nosferatu_000527,nosferatu_000527.jpg,,
nosferatu_raw_000529,raw_frames/nosferatu_raw_000529.jpg,529,01:28:00,1 frame / 10 sec,25.025,30.189,4.728,003c3c3c3c3a0000,11,,review,usable_candidate,kept,,nosferatu_000529,nosferatu_000529.jpg,,
nosferatu_raw_000533,raw_frames/nosferatu_raw_000533.jpg,533,01:28:40,1 frame / 10 sec,29.603,25.025,3.153,0c766e7e7c3c1000,14,,remove,blurred,kept,,nosferatu_000533,nosferatu_000533.jpg,,
nosferatu_raw_000534,raw_frames/nosferatu_raw_000534.jpg,534,01:28:50,1 frame / 10 sec,24.67,32.352,5.792,1c3c7e7c3c040000,11,,review,usable_candidate,kept,,nosferatu_000534,nosferatu_000534.jpg,,
nosferatu_raw_000536,raw_frames/nosferatu_raw_000536.jpg,536,01:29:10,1 frame / 10 sec,20.036,24.017,2.226,081c3c3c38180000,25,,remove,blurred,kept,,nosferatu_000536,nosferatu_000536.jpg,,
nosferatu_raw_000541,raw_frames/nosferatu_raw_000541.jpg,541,01:30:00,1 frame / 10 sec,16.767,18.447,2.682,0f0f181000000000,23,,remove,black_frame,kept,,nosferatu_000541,nosferatu_000541.jpg,,
nosferatu_raw_000547,raw_frames/nosferatu_raw_000547.jpg,547,01:31:00,1 frame / 10 sec,18.775,23.715,2.828,001010343c383030,14,,remove,blurred,kept,,nosferatu_000547,nosferatu_000547.jpg,,
nosferatu_raw_000549,raw_frames/nosferatu_raw_000549.jpg,549,01:31:20,1 frame / 10 sec,22.872,27.395,4.567,0020207c7e703030,16,,review,usable_candidate,kept,,nosferatu_000549,nosferatu_000549.jpg,,
nosferatu_raw_000550,raw_frames/nosferatu_raw_000550.jpg,550,01:31:30,1 frame / 10 sec,22.169,21.265,2.305,00080c1b3b3e3c38,20,,remove,blurred,kept,,nosferatu_000550,nosferatu_000550.jpg,,
nosferatu_raw_000555,raw_frames/nosferatu_raw_000555.jpg,555,01:32:20,1 frame / 10 sec,50.212,42.607,8.553,000080e0fcfe3f0c,8,,review,usable_candidate,kept,,nosferatu_000555,nosferatu_000555.jpg,,
nosferatu_raw_000556,raw_frames/nosferatu_raw_000556.jpg,556,01:32:30,1 frame / 10 sec,28.436,37.408,3.537,000008707c7c1c00,12,,remove,blurred,kept,,nosferatu_000556,nosferatu_000556.jpg,,
nosferatu_raw_000558,raw_frames/nosferatu_raw_000558.jpg,558,01:32:50,1 frame / 10 sec,37.305,34.493,7.286,0080c2c2fc7c3c00,4,nosferatu_raw_000557,remove,near_duplicate,kept,,nosferatu_000558,nosferatu_000558.jpg,,
nosferatu_raw_000559,raw_frames/nosferatu_raw_000559.jpg,559,01:33:00,1 frame / 10 sec,31.768,30.796,6.394,00a0b0f0fc6c2c00,10,,review,usable_candidate,kept,,nosferatu_000559,nosferatu_000559.jpg,,
nosferatu_raw_000561,raw_frames/nosferatu_raw_000561.jpg,561,01:33:20,1 frame / 10 sec,39.273,38.114,3.431,0000d8dabe3c1800,13,,remove,blurred,kept,,nosferatu_000561,nosferatu_000561.jpg,,
nosferatu_raw_000565,raw_frames/nosferatu_raw_000565.jpg,565,01:34:00,1 frame / 10 sec,7.947,12.392,1.421,18183c3c08000000,13,,remove,black_frame,kept,,nosferatu_000565,nosferatu_000565.jpg,,
nosferatu_raw_000566,raw_frames/nosferatu_raw_000566.jpg,566,01:34:10,1 frame / 10 sec,39.08,31.778,3.559,00187f3f3e1c3820,18,,remove,blurred,kept,,nosferatu_000566,nosferatu_000566.jpg,,
nosferatu_raw_000568,raw_frames/nosferatu_raw_000568.jpg,568,01:34:30,1 frame / 10 sec,70.272,40.457,9.385,00e0ecfe6f7e3e16,19,,review,usable_candidate,kept,,nosferatu_000568,nosferatu_000568.jpg,,
nosferatu_raw_000570,raw_frames/nosferatu_raw_000570.jpg,570,01:34:50,1 frame / 10 sec,12.024,7.443,1.787,fffe9c1c1c1c0000,24,,remove,black_frame,kept,,nosferatu_000570,nosferatu_000570.jpg,,
nosferatu_raw_000571,raw_frames/nosferatu_raw_000571.jpg,571,01:35:00,1 frame / 10 sec,21.243,24.058,5.176,1c3c3c3e3e000000,17,,review,usable_candidate,kept,,nosferatu_000571,nosferatu_000571.jpg,,
nosferatu_raw_000572,raw_frames/nosferatu_raw_000572.jpg,572,01:35:10,1 frame / 10 sec,26.085,29.132,5.758,00809080c0e07020,32,,review,usable_candidate,kept,,nosferatu_000572,nosferatu_000572.jpg,,
nosferatu_raw_000573,raw_frames/nosferatu_raw_000573.jpg,573,01:35:20,1 frame / 10 sec,15.723,17.781,2.251,00023630301c0e0c,28,,remove,black_frame,kept,,nosferatu_000573,nosferatu_000573.jpg,,
nosferatu_raw_000574,raw_frames/nosferatu_raw_000574.jpg,574,01:35:30,1 frame / 10 sec,34.817,33.055,7.006,8080c0c0e0fe3e04,23,,review,usable_candidate,kept,,nosferatu_000574,nosferatu_000574.jpg,,
