image_id,frame_filename,film_title,film_year,source_platform,source_url,license_status,access_date,timestamp,extraction_rate,curation_decision,notes
nosferatu_000364,nosferatu_000364.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:00:30,1 frame / 10 sec,kept,
nosferatu_000365,nosferatu_000365.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:00:40,1 frame / 10 sec,kept,
nosferatu_000367,nosferatu_000367.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:01:00,1 frame / 10 sec,kept,
nosferatu_000368,nosferatu_000368.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:01:10,1 frame / 10 sec,kept,
nosferatu_000370,nosferatu_000370.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:01:30,1 frame / 10 sec,kept,
nosferatu_000371,nosferatu_000371.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:01:40,1 frame / 10 sec,kept,
nosferatu_000372,nosferatu_000372.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:01:50,1 frame / 10 sec,kept,
nosferatu_000375,nosferatu_000375.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:02:20,1 frame / 10 sec,kept,
nosferatu_000376,nosferatu_000376.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:02:30,1 frame / 10 sec,kept,
nosferatu_000381,nosferatu_000381.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:03:20,1 frame / 10 sec,kept,
nosferatu_000384,nosferatu_000384.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:03:50,1 frame / 10 sec,kept,
nosferatu_000387,nosferatu_000387.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:04:20,1 frame / 10 sec,kept,
nosferatu_000391,nosferatu_000391.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:05:00,1 frame / 10 sec,kept,
nosferatu_000394,nosferatu_000394.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:05:30,1 frame / 10 sec,kept,
nosferatu_000397,nosferatu_000397.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:06:00,1 frame / 10 sec,kept,
nosferatu_000399,nosferatu_000399.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:06:20,1 frame / 10 sec,kept,
nosferatu_000401,nosferatu_000401.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:06:40,1 frame / 10 sec,kept,
nosferatu_000403,nosferatu_000403.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:07:00,1 frame / 10 sec,kept,
nosferatu_000406,nosferatu_000406.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:07:30,1 frame / 10 sec,kept,
nosferatu_000408,nosferatu_000408.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:07:50,1 frame / 10 sec,kept,
nosferatu_000409,nosferatu_000409.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:08:00,1 frame / 10 sec,kept,
nosferatu_000410,nosferatu_000410.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:08:10,1 frame / 10 sec,kept,
nosferatu_000411,nosferatu_000411.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:08:20,1 frame / 10 sec,kept,
nosferatu_000412,nosferatu_000412.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:08:30,1 frame / 10 sec,kept,
nosferatu_000414,nosferatu_000414.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:08:50,1 frame / 10 sec,kept,
nosferatu_000415,nosferatu_000415.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:09:00,1 frame / 10 sec,kept,
nosferatu_000416,nosferatu_000416.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:09:10,1 frame / 10 sec,kept,
nosferatu_000418,nosferatu_000418.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:09:30,1 frame / 10 sec,kept,
nosferatu_000430,nosferatu_000430.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:11:30,1 frame / 10 sec,kept,
nosferatu_000431,nosferatu_000431.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:11:40,1 frame / 10 sec,kept,
nosferatu_000432,nosferatu_000432.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:11:50,1 frame / 10 sec,kept,
nosferatu_000435,nosferatu_000435.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:12:20,1 frame / 10 sec,kept,
nosferatu_000438,nosferatu_000438.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:12:50,1 frame / 10 sec,kept,
nosferatu_000439,nosferatu_000439.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:13:00,1 frame / 10 sec,kept,
nosferatu_000440,nosferatu_000440.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:13:10,1 frame / 10 sec,kept,
nosferatu_000446,nosferatu_000446.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:14:10,1 frame / 10 sec,kept,
nosferatu_000453,nosferatu_000453.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:15:20,1 frame / 10 sec,kept,
nosferatu_000457,nosferatu_000457.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:16:00,1 frame / 10 sec,kept,
nosferatu_000458,nosferatu_000458.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:16:10,1 frame / 10 sec,kept,
nosferatu_000463,nosferatu_000463.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:17:00,1 frame / 10 sec,kept,
nosferatu_000464,nosferatu_000464.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:17:10,1 frame / 10 sec,kept,
nosferatu_000465,nosferatu_000465.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:17:20,1 frame / 10 sec,kept,
nosferatu_000466,nosferatu_000466.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:17:30,1 frame / 10 sec,kept,
nosferatu_000469,nosferatu_000469.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:18:00,1 frame / 10 sec,kept,
nosferatu_000470,nosferatu_000470.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:18:10,1 frame / 10 sec,kept,
nosferatu_000472,nosferatu_000472.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:18:30,1 frame / 10 sec,kept,
nosferatu_000473,nosferatu_000473.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:18:40,1 frame / 10 sec,kept,
nosferatu_000474,nosferatu_000474.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:18:50,1 frame / 10 sec,kept,
nosferatu_000475,nosferatu_000475.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:19:00,1 frame / 10 sec,kept,
nosferatu_000476,nosferatu_000476.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:19:10,1 frame / 10 sec,kept,
nosferatu_000479,nosferatu_000479.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:19:40,1 frame / 10 sec,kept,
nosferatu_000487,nosferatu_000487.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:21:00,1 frame / 10 sec,kept,
nosferatu_000491,nosferatu_000491.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:21:40,1 frame / 10 sec,kept,
nosferatu_000493,nosferatu_000493.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:22:00,1 frame / 10 sec,kept,
nosferatu_000494,nosferatu_000494.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:22:10,1 frame / 10 sec,kept,
nosferatu_000496,nosferatu_000496.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:22:30,1 frame / 10 sec,kept,
nosferatu_000498,nosferatu_000498.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:22:50,1 frame / 10 sec,kept,
nosferatu_000499,nosferatu_000499.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:23:00,1 frame / 10 sec,kept,
nosferatu_000500,nosferatu_000500.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:23:10,1 frame / 10 sec,kept,
nosferatu_000501,nosferatu_000501.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:23:20,1 frame / 10 sec,kept,
nosferatu_000504,nosferatu_000504.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:23:50,1 frame / 10 sec,kept,
nosferatu_000505,nosferatu_000505.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:24:00,1 frame / 10 sec,kept,
nosferatu_000506,nosferatu_000506.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:24:10,1 frame / 10 sec,kept,
nosferatu_000507,nosferatu_000507.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:24:20,1 frame / 10 sec,kept,
nosferatu_000508,nosferatu_000508.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:24:30,1 frame / 10 sec,kept,
nosferatu_000510,nosferatu_000510.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:24:50,1 frame / 10 sec,kept,
nosferatu_000511,nosferatu_000511.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:25:00,1 frame / 10 sec,kept,
nosferatu_000514,nosferatu_000514.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:25:30,1 frame / 10 sec,kept,
nosferatu_000515,nosferatu_000515.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:25:40,1 frame / 10 sec,kept,
nosferatu_000516,nosferatu_000516.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:25:50,1 frame / 10 sec,kept,
nosferatu_000517,nosferatu_000517.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:26:00,1 frame / 10 sec,kept,
nosferatu_000518,nosferatu_000518.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:26:10,1 frame / 10 sec,kept,
nosferatu_000519,nosferatu_000519.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:26:20,1 frame / 10 sec,kept,
nosferatu_000520,nosferatu_000520.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:26:30,1 frame / 10 sec,kept,
nosferatu_000521,nosferatu_000521.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:26:40,1 frame / 10 sec,kept,
nosferatu_000523,nosferatu_000523.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:27:00,1 frame / 10 sec,kept,
nosferatu_000525,nosferatu_000525.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:27:20,1 frame / 10 sec,kept,
nosferatu_000526,nosferatu_000526.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:27:30,1 frame / 10 sec,kept,
nosferatu_000527,nosferatu_000527.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:27:40,1 frame / 10 sec,kept,
nosferatu_000529,nosferatu_000529.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:28:00,1 frame / 10 sec,kept,
nosferatu_000533,nosferatu_000533.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:28:40,1 frame / 10 sec,kept,
nosferatu_000534,nosferatu_000534.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:28:50,1 frame / 10 sec,kept,
nosferatu_000536,nosferatu_000536.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:29:10,1 frame / 10 sec,kept,
nosferatu_000541,nosferatu_000541.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:30:00,1 frame / 10 sec,kept,
nosferatu_000547,nosferatu_000547.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:31:00,1 frame / 10 sec,kept,
nosferatu_000549,nosferatu_000549.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:31:20,1 frame / 10 sec,kept,
nosferatu_000550,nosferatu_000550.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:31:30,1 frame / 10 sec,kept,
nosferatu_000555,nosferatu_000555.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:32:20,1 frame / 10 sec,kept,
nosferatu_000556,nosferatu_000556.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:32:30,1 frame / 10 sec,kept,
nosferatu_000558,nosferatu_000558.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:32:50,1 frame / 10 sec,kept,
nosferatu_000559,nosferatu_000559.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:33:00,1 frame / 10 sec,kept,
nosferatu_000561,nosferatu_000561.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:33:20,1 frame / 10 sec,kept,
nosferatu_000565,nosferatu_000565.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:34:00,1 frame / 10 sec,kept,
nosferatu_000566,nosferatu_000566.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:34:10,1 frame / 10 sec,kept,
nosferatu_000568,nosferatu_000568.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:34:30,1 frame / 10 sec,kept,
nosferatu_000570,nosferatu_000570.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:34:50,1 frame / 10 sec,kept,
nosferatu_000571,nosferatu_000571.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:35:00,1 frame / 10 sec,kept,
nosferatu_000572,nosferatu_000572.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:35:10,1 frame / 10 sec,kept,
nosferatu_000573,nosferatu_000573.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:35:20,1 frame / 10 sec,kept,
nosferatu_000574,nosferatu_000574.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:35:30,1 frame / 10 sec,kept,
nosferatu_000576,nosferatu_000576.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:35:50,1 frame / 10 sec,kept,
nosferatu_000577,nosferatu_000577.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:36:00,1 frame / 10 sec,kept,
nosferatu_000579,nosferatu_000579.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:36:20,1 frame / 10 sec,kept,
nosferatu_000581,nosferatu_000581.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:36:40,1 frame / 10 sec,kept,
nosferatu_000582,nosferatu_000582.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:36:50,1 frame / 10 sec,kept,
nosferatu_000585,nosferatu_000585.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:37:20,1 frame / 10 sec,kept,
nosferatu_000586,nosferatu_000586.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:37:30,1 frame / 10 sec,kept,
nosferatu_000587,nosferatu_000587.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:37:40,1 frame / 10 sec,kept,
nosferatu_000591,nosferatu_000591.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:38:20,1 frame / 10 sec,kept,
nosferatu_000593,nosferatu_000593.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:38:40,1 frame / 10 sec,kept,
nosferatu_000595,nosferatu_000595.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:39:00,1 frame / 10 sec,kept,
nosferatu_000597,nosferatu_000597.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:39:20,1 frame / 10 sec,kept,
nosferatu_000599,nosferatu_000599.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:39:40,1 frame / 10 sec,kept,
nosferatu_000600,nosferatu_000600.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:39:50,1 frame / 10 sec,kept,
nosferatu_000601,nosferatu_000601.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:40:00,1 frame / 10 sec,kept,
nosferatu_000602,nosferatu_000602.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:40:10,1 frame / 10 sec,kept,
nosferatu_000603,nosferatu_000603.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:40:20,1 frame / 10 sec,kept,
nosferatu_000606,nosferatu_000606.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:40:50,1 frame / 10 sec,kept,
nosferatu_000617,nosferatu_000617.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:42:40,1 frame / 10 sec,kept,
nosferatu_000620,nosferatu_000620.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:43:10,1 frame / 10 sec,kept,
nosferatu_000621,nosferatu_000621.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:43:20,1 frame / 10 sec,kept,
nosferatu_000623,nosferatu_000623.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:43:40,1 frame / 10 sec,kept,
nosferatu_000624,nosferatu_000624.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:43:50,1 frame / 10 sec,kept,
nosferatu_000625,nosferatu_000625.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:44:00,1 frame / 10 sec,kept,
nosferatu_000627,nosferatu_000627.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:44:20,1 frame / 10 sec,kept,
nosferatu_000628,nosferatu_000628.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:44:30,1 frame / 10 sec,kept,
nosferatu_000629,nosferatu_000629.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:44:40,1 frame / 10 sec,kept,
nosferatu_000632,nosferatu_000632.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:45:10,1 frame / 10 sec,kept,
nosferatu_000634,nosferatu_000634.jpg,Nosferatu,1922,Internet Archive,https://archive.org/details/...,public-domain claim by source; see source_rights_memo.md,2026-05-01,01:45:30,1 frame / 10 sec,kept,
